Full Name,Nickname,Height,Weight,Reach,Stance,Date of Birth
Ron Sparks,The Monster,"6' 5""",265 lbs.,--,,--
Ron Stallings,The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983"
Ron van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943"
Ron Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965"
Ronal Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71""",Southpaw,"May 05, 1996"
Ronald Carillo,,--,125 lbs.,--,,--
Ronald Jhun,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,"Sep 21, 1970"
Ronaldo Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,"Apr 24, 1989"
Ronaldo Rodriguez,Lazy Boy,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999"
Ronda Rousey,Rowdy,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987"
Rongzhu,,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 07, 2000"
Ronnie Lawrence,The Heat,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992"
Ronny Markes,,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988"
Rony Jason,,"5' 7""",145 lbs.,"73""",Orthodox,"Mar 21, 1984"
Rony Sefo,,"5' 9""",225 lbs.,--,Orthodox,--
Ronys Torres,,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975"
Roosevelt Roberts,The Predator,"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994"
Roque Martinez,,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986"
Rory MacDonald,Red King,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989"
Rory Markham,,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982"
Rory Singer,Outburst,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976"
Rose Conceicao,,--,115 lbs.,--,,"May 13, 1997"
Rose Namajunas,Thug,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992"
Roshan Mainam,The Indian Notorious,--,135 lbs.,--,,--
Roshaun Jones,,"5' 8""",135 lbs.,--,,--
Rosi Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,"Jul 16, 1977"
Ross Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,"May 18, 1975"
Ross Pearson,The Real Deal,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984"
Ross Pointon,The Gladiator,"5' 8""",170 lbs.,--,Orthodox,"Feb 18, 1980"
Rostem Akman,,"5' 10""",170 lbs.,"72""",Switch,"Dec 19, 1991"
Rousimar Palhares,Toquinho,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980"
Roxanne Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982"
Roy Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,--
Roy Jones,,--,205 lbs.,--,,"Oct 26, 1983"
Roy Nelson,Big Country,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976"
Roybert Echeverria,The Unbroken,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995"
Royce Alger,,"5' 10""",199 lbs.,--,Orthodox,--
Royce Gracie,,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966"
Royler Gracie,,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965"
Royston Wee,,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986"
Ruan Potts,Fangzz,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978"
Ruben Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970"
Rubens Xavier,Macula,"6' 3""",220 lbs.,--,Orthodox,--
Rubin Williams,Mr. Hollywood,"6' 1""",185 lbs.,--,Orthodox,"Apr 09, 1976"
Rudy Bears,,"5' 11""",170 lbs.,--,Southpaw,--
Rudyard Moncayo,,"5' 10""",195 lbs.,--,Orthodox,--
Ruel Panales,,"5' 5""",125 lbs.,"67""",Southpaw,"Dec 07, 1996"
Rulon Gardner,,"6' 3""",265 lbs.,--,Orthodox,"Aug 16, 1971"
Ruslan Magomedov,Leopard,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986"
Russell Doane,,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986"
Russell Patrick,,"5' 9""",145 lbs.,--,,--
Rustam Khabilov,Tiger,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986"
Ryan Bader,Darth,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983"
Ryan Bastianelli,Relentless,"5' 5""",135 lbs.,--,,--
Ryan Benoit,Baby Face,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989"
Ryan Couture,,"5' 10""",155 lbs.,"73""",Orthodox,"Aug 27, 1982"
Ryan Diaz,,--,145 lbs.,--,,--
Ryan Gracie,,"5' 9""",200 lbs.,--,Orthodox,"Aug 14, 1974"
Ryan Hall,The Wizard,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985"
Ryan Hayes,,--,--,--,,--
Ryan Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,"Jul 20, 1983"
Ryan Janes,,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981"
Ryan Jensen,,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977"
Ryan Jimmo,The Big Deal,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981"
Ryan Keenan,,"5' 10""",170 lbs.,--,,"Jun 15, 1985"
Ryan LaFlare,,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983"
Ryan Larson,,--,170 lbs.,--,,"Dec 30, 1980"
Ryan Loder,Man of Steel,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991"
Ryan MacDonald,Main Event,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993"
Ryan Madigan,,"6' 0""",170 lbs.,--,Orthodox,--
Ryan McGillivray,The Kid,"5' 11""",170 lbs.,--,,"Sep 27, 1986"
Ryan McGivern,,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980"
Ryan Parker,,"6' 3""",235 lbs.,--,Southpaw,--
Ryan Quinn,,"5' 8""",145 lbs.,--,,--
Ryan Roberts,,"5' 6""",155 lbs.,--,Orthodox,"Jul 16, 1978"
Ryan Spann,Superman,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991"
Ryan Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977"
Ryan Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984"
Ryan Tobar,,--,155 lbs.,--,,--
Ryo Chonan,Piranah,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976"
Ryo Kawamura,,"5' 11""",205 lbs.,--,Orthodox,"Jun 29, 1981"
Ryuichi Murata,,"5' 8""",183 lbs.,--,Orthodox,--
Ryuki Ueyama,,"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976"
Ryuta Sakurai,,"5' 7""",183 lbs.,--,Orthodox,--
Saad Awad,Assassin,"5' 11""",155 lbs.,--,,"Jun 07, 1983"
Sabah Homasi,,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988"
Sabina Mazo,Colombian Queen,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997"
Saeed Hosseini,,--,--,--,,--
Sage Northcutt,Super,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996"
Sai Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,"Jan 14, 1986"
Said Nurmagomedov,,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992"
Saidyokub Kakhramonov,,"5' 8""",135 lbs.,"69""",Orthodox,"Nov 14, 1995"
Saimon Oliveira,,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991"
Sako Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,"Mar 11, 1984"
Salim Touahri,Grizzly,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989"
Salvador Becerra,,"5' 9""",155 lbs.,--,,--
Salvador Woods,,"5' 11""",170 lbs.,--,,"Feb 05, 1985"
Sam Adkins,The Experience,"6' 3""",225 lbs.,--,Orthodox,"Apr 26, 1965"
Sam Alvey,Smile'N,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986"
Sam Fulton,,--,--,--,,--
Sam Greco,,"6' 2""",205 lbs.,--,Orthodox,"May 03, 1967"
Sam Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980"
Sam Hughes,Sampage,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992"
Sam Liera,,--,--,--,,--
Sam Oropeza,,"6' 2""",170 lbs.,--,,--
Sam Patterson,,"6' 3""",170 lbs.,"78""",Orthodox,"Apr 30, 1996"
Sam Sicilia,,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986"
Sam Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,--
Sam Stout,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984"
Sam Watford,,--,155 lbs.,--,,--
Samandar Murodov,,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999"
Sammy Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981"
Samy Schiavo,,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975"
Sanae Kikuta,,"5' 9""",200 lbs.,--,Orthodox,"Sep 10, 1971"
Sandra Lavado,Peruvian Zombie,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994"
Sanford Alton Meeks,,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994"
SangHoon Yoo,Assassin,"6' 0""",170 lbs.,"74""",Orthodox,"Jan 18, 1990"
SangWon Kim,No Problem,"5' 9""",145 lbs.,"69""",Orthodox,"Sep 01, 1993"
Sangwook Kim,Frogman,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 17, 1993"
Santiago Luna,BorderBoy,--,135 lbs.,--,Orthodox,"Aug 06, 2004"
Santiago Ponzinibbio,Argentine Dagger,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986"
Santo Curatolo,,"5' 3""",125 lbs.,"62""",Southpaw,"Jan 18, 1995"
Saparbeg Safarov,,"6' 1""",185 lbs.,"78""",Orthodox,"Oct 14, 1986"
Sara McMann,,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980"
Sarah Alpar,Too Sweet,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991"
Sarah D'alelio,The Monster,"5' 7""",145 lbs.,--,,"Dec 13, 1980"
Sarah Frota,A Treta,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987"
Sarah Kaufman,,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985"
Sarah Moras,Cheesecake,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988"
Sarah Payant,Soulja,"5' 4""",115 lbs.,--,,--
Sasha Palatnikov,,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989"
Satoru Kitaoka,,"5' 6""",154 lbs.,--,,"Feb 04, 1980"
Satoshi Honma,,"6' 1""",205 lbs.,--,Orthodox,"May 19, 1968"
Satoshi Ishii,,"5' 11""",240 lbs.,--,Orthodox,"Dec 19, 1986"
Saul Elizondo,,"5' 7""",135 lbs.,--,,"Jul 17, 1985"
Saygid Izagakhmaev,,--,170 lbs.,--,,"Sep 03, 1994"
Scott Adams,,"6' 0""",225 lbs.,--,Southpaw,--
Scott Askham,,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988"
Scott Baker,,"6' 0""",210 lbs.,--,,--
Scott Bessac,,"6' 4""",245 lbs.,--,,--
Scott Bills,,"5' 10""",170 lbs.,--,,--
Scott Carson,,"6' 2""",215 lbs.,--,,--
Scott Ettling,,--,135 lbs.,--,,--
Scott Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965"
Scott Fiedler,,"6' 4""",235 lbs.,--,Orthodox,--
Scott Graham,,"6' 4""",185 lbs.,--,Orthodox,--
Scott Harper,,"6' 0""",185 lbs.,--,Orthodox,"Apr 14, 1972"
Scott Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983"
Scott Jorgensen,Young Guns,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982"
Scott Junk,,"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978"
Scott Lighty,,"6' 2""",205 lbs.,--,,"Oct 15, 1978"
Scott McAfee,,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983"
Scott McDonald,,--,--,--,,--
Scott Morris,,"5' 10""",210 lbs.,--,Orthodox,--
Scott Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973"
Scott Shaffer,,"5' 7""",145 lbs.,--,Orthodox,--
Scott Smith,Hands of Steel,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979"
Scott Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,"Nov 17, 1972"
Sean Alvarez,,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971"
Sean Bassett,,--,155 lbs.,--,,--
Sean Brady,,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992"
Sean Daugherty,,"6' 0""",175 lbs.,--,,"Dec 04, 1975"
Sean Gannon,The Cannon,"6' 3""",265 lbs.,--,Southpaw,--
Sean Gauci,,--,125 lbs.,--,,"Oct 07, 1996"
Sean Holden,,"5' 10""",170 lbs.,--,,"Sep 17, 1984"
Sean Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,"Nov 04, 1990"
Sean Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982"
Sean McCorkle,,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976"
Sean O'Connell,The Real OC,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983"
Sean O'Haire,,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971"
Sean O'Malley,Suga,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994"
Sean Pierson,The Punisher,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976"
Sean Salmon,,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977"
Sean Santella,Shorty Rock,"5' 5""",125 lbs.,--,,"Oct 25, 1984"
Sean Sharaf,,"6' 3""",252 lbs.,"77""",Orthodox,"Jul 11, 1993"
Sean Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973"
Sean Soriano,,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989"
Sean Spencer,Black Magic,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987"
Sean Strickland,,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991"
Sean Wilson,P-Town,"5' 8""",145 lbs.,--,,"Oct 20, 1982"
Sean Woodson,The Sniper,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992"
Sedriques Dumas,The Reaper,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995"
Seichi Ikemoto,,"5' 11""",168 lbs.,--,Orthodox,"Aug 24, 1975"
Semmy Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973"
Seo Hee Ham,,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987"
Seokhyeon Ko,The Korean Tyson,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993"
SeongChan Hong,Honey Badger,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 28, 1989"
Sergei Kharitonov,,"6' 0""",245 lbs.,--,Orthodox,"Aug 18, 1980"
Sergei Pavlovich,,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992"
Sergey Ignatov,,"5' 9""",210 lbs.,--,Orthodox,--
Sergey Khandozhko,Honda,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992"
Sergey Morozov,,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989"
Serghei Spivac,Polar Bear,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995"
Sergio Gomez,,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982"
Sergio Moraes,The Panther,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982"
Sergio Pettis,,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993"
Serhiy Sidey,,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996"
Seth Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981"
Seth Dikun,,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980"
Seth Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,"Jul 25, 1973"
Seth Petruzelli,The Silverback,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979"
SeungGuk Choi,,"5' 6""",125 lbs.,"64""",Orthodox,"Dec 26, 1996"
SeungWoo Choi,Sting,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992"
Shaheen Santana,Shazam,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991"
Shamar Bailey,,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982"
Shamil Abdurakhimov,Abrek,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981"
Shamil Gamzatov,,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990"
Shamil Gaziev,,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990"
Shana Dobson,Danger,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989"
Shana Olsen,Rock Solid,"5' 7""",145 lbs.,--,,"Dec 17, 1980"
Shane Burgos,Hurricane,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991"
Shane Campbell,Shaolin,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987"
Shane Carwin,The Engineer,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975"
Shane del Rosario,,"6' 4""",250 lbs.,--,Southpaw,"Sep 23, 1983"
Shane Howell,,"5' 8""",125 lbs.,--,Orthodox,"Nov 28, 1983"
Shane Nelson,Sugar,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984"
Shane Primm,,"6' 3""",205 lbs.,--,Orthodox,"Jul 30, 1984"
Shane Roller,,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979"
Shane Young,Smokin',"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993"
Shang Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63""",Orthodox,"Mar 15, 1986"
Shanna Young,The Shanimal,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 20, 1991"
Shannon Clark,MMA Barbie,"5' 5""",125 lbs.,"64""",Orthodox,"Jul 07, 1992"
Shannon Gugerty,,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981"
Shannon Ritch,The Cannon,"5' 9""",190 lbs.,--,Orthodox,"Sep 27, 1970"
Shannon Ross,The Turkish Delight,"5' 6""",125 lbs.,"66""",Switch,"May 12, 1989"
Shara Magomedov,Bullet,"6' 2""",185 lbs.,"73""",Orthodox,"May 16, 1994"
Shaun Etchell,The Buzzsaw,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993"
Shauna Bannon,Mama B,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993"
Shavkat Rakhmonov,Nomad,"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994"
Shawn Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,"Mar 19, 1983"
Shawn Jordan,The Savage,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984"
Shawn Teed,,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992"
Shayilan Nuerdanbieke,Wolverine,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994"
Shayna Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980"
Sheila Gaff,The German Tank,"5' 5""",135 lbs.,--,Orthodox,"Dec 29, 1989"
Sheldon Westcott,,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984"
Shelton Graves,The Gravedigger,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985"
Sherman Pendergarst,The Tank,"6' 1""",235 lbs.,--,Orthodox,"Aug 01, 1967"
Sherrard Blackledge,The Thriller,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993"
Sherron Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978"
Sheymon Moraes,,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990"
Shi Ming,,"5' 2""",115 lbs.,"60""",Orthodox,"Nov 14, 1994"
Shimon Smotritsky,The Assassin,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 22, 2000"
Shin Haraguchi,,"5' 5""",145 lbs.,"68""",Switch,"Nov 27, 1998"
Shingo Kohara,,"5' 6""",135 lbs.,--,,--
Shinsho Anzai,Animal,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985"
Shinya Aoki,Tobikan Judan,"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983"
Sho Patrick Usami,Savage,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000"
Shohei Nose,,"5' 6""",135 lbs.,"68""",Switch,"Oct 19, 1997"
Shoji Maruyama,,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983"
Shonie Carter,Mr. International,"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972"
Shonte Barnes,Shyne,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987"
Shungo Oyama,,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974"
Shunichi Shimizu,,"5' 5""",135 lbs.,--,Orthodox,"Jan 31, 1985"
Shuya Kamikubo,Stealth,"5' 5""",135 lbs.,"68""",Switch,"Apr 12, 1993"
Siala Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,"Oct 08, 1970"
Sidney Outlaw,,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992"
Sidney Silva,,"6' 3""",170 lbs.,--,Southpaw,"Feb 27, 1972"
Sijara Eubanks,SarJ,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985"
Silvana Gomez Juarez,La Malvada,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984"
Sim Kai Xiong,Kobra,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 06, 1997"
Simeon Thoresen,The Grin,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984"
Simon Biyong,,--,205 lbs.,--,,"Apr 05, 1991"
Sione Latu,,"6' 0""",215 lbs.,--,,--
Sirwan Kakai,Zohan,"5' 5""",135 lbs.,--,Orthodox,"Oct 03, 1989"
Siyar Bahadurzada,The Great,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984"
Slim Trabelsi,,"6' 3""",235 lbs.,--,,"May 09, 1993"
So Yul Kim,,--,115 lbs.,--,,"May 25, 1997"
Soa Palelei,The Hulk,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977"
Sodiq Yusuff,Super,"5' 9""",145 lbs.,"71""",Orthodox,"May 19, 1993"
Soichi Nishida,,"5' 11""",320 lbs.,--,Orthodox,--
Sokun Koh,,"6' 1""",205 lbs.,--,,--
Solomon Hutcherson,King,"5' 11""",185 lbs.,--,Southpaw,"Aug 31, 1972"
Solomon Renfro,The Black Dragon,"5' 9""",170 lbs.,"72""",Switch,"Feb 05, 1997"
Song Kenan,The Assassin,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990"
Song Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997"
Sora Rakhmonova,,--,125 lbs.,--,,"Jun 21, 1998"
Sovannahry Em,The Sweet Savage,"5' 4""",135 lbs.,--,,"Jun 26, 1992"
Spencer Fisher,The King,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976"
Spencer Hearns,,"5' 11""",185 lbs.,--,,--
Spike Carlyle,Alpha Ginger,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993"
Stanislav Nedkov,Stucky,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981"
Stefan Klever,,--,185 lbs.,--,Orthodox,--
Stefan Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974"
Stefan Sekulic,,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992"
Stefan Struve,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988"
Stephan Bonnar,The American Psycho,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977"
Stephanie Egger,,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988"
Stephanie Frausto,Lil Bovy,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990"
Stephanie Luciano,Rondinha,"5' 6""",115 lbs.,"65""",Orthodox,"Dec 16, 1999"
Stephanie Webber,,"5' 6""",135 lbs.,--,,--
Stephen Banaszak,,"6' 0""",145 lbs.,--,,"Dec 07, 1990"
Stephen Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982"
Stephen Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982"
Stephen Palling,Bozo,"5' 4""",143 lbs.,--,,"Jan 29, 1967"
Stephen Regman,,"5' 11""",185 lbs.,"76""",Orthodox,"Aug 05, 1991"
Stephen Thompson,Wonderboy,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983"
Sterling Ford,,"5' 10""",155 lbs.,--,,"Mar 12, 1986"
Steve Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973"
Steve Bosse,The Boss,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981"
Steve Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981"
Steve Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,--
Steve Cantwell,The Robot,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986"
Steve Erceg,Astroboy,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995"
Steve Garcia,Mean Machine,"6' 0""",145 lbs.,"75""",Southpaw,"May 22, 1992"
Steve Hadsel,,"5' 8""",170 lbs.,--,,--
Steve Jennum,,"5' 10""",215 lbs.,--,Orthodox,--
Steve Judson,,"5' 11""",230 lbs.,--,Orthodox,--
Steve Kennedy,The Steamrolla,"5' 11""",170 lbs.,--,Orthodox,"Mar 07, 1983"
Steve Kozola,,--,155 lbs.,--,,--
Steve Lopez,,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984"
Steve Mann,,"6' 1""",170 lbs.,--,,--
Steve Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,"Dec 06, 1977"
Steve Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990"
Steve Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,--
Steve Ramirez,,"5' 7""",125 lbs.,--,,--
